Library,Free Seats,% Free,Date,Time
Cruciform Hub,204,82.5910931174089,2024-10-18,02:16:37.226502
Great Ormond Street Institute of Child Health Library,90,80.35714285714286,2024-10-18,02:16:37.226532
IOE Library,236,71.95121951219512,2024-10-18,02:16:37.226561
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-18,02:16:37.226575
Institute of Archaeology Library,58,100.0,2024-10-18,03:19:47.547140
UCL East Library,150,99.33774834437085,2024-10-18,03:19:47.547281
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-18,03:19:47.547111
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-18,03:19:47.547213
Language & Speech Science Library,55,96.49122807017544,2024-10-18,03:19:47.547184
SSEES Library,168,95.45454545454545,2024-10-18,03:19:47.547239
Bartlett Library,65,94.20289855072464,2024-10-18,03:19:47.547075
Science Library,863,94.0087145969499,2024-10-18,03:19:47.547255
Main Library,585,93.60000000000001,2024-10-18,03:19:47.547199
School of Pharmacy Library,54,91.52542372881356,2024-10-18,03:19:47.547226
Student Centre,588,90.88098918083463,2024-10-18,03:19:47.547268
Great Ormond Street Institute of Child Health Library,93,83.03571428571429,2024-10-18,03:19:47.547125
Cruciform Hub,205,82.99595141700405,2024-10-18,03:19:47.547095
IOE Library,229,69.8170731707317,2024-10-18,03:19:47.547155
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-18,03:19:47.547169
Institute of Archaeology Library,58,100.0,2024-10-18,04:15:22.800760
UCL East Library,150,99.33774834437085,2024-10-18,04:15:22.800895
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-18,04:15:22.800730
Bartlett Library,67,97.10144927536231,2024-10-18,04:15:22.800696
SSEES Library,170,96.5909090909091,2024-10-18,04:15:22.800858
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-18,04:15:22.800829
Language & Speech Science Library,55,96.49122807017544,2024-10-18,04:15:22.800801
Science Library,869,94.66230936819173,2024-10-18,04:15:22.800870
Main Library,583,93.28,2024-10-18,04:15:22.800815
School of Pharmacy Library,52,88.13559322033898,2024-10-18,04:15:22.800844
Student Centre,569,87.94435857805254,2024-10-18,04:15:22.800882
Cruciform Hub,208,84.21052631578947,2024-10-18,04:15:22.800716
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-18,04:15:22.800745
IOE Library,215,65.54878048780488,2024-10-18,04:15:22.800774
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-18,04:15:22.800787
Institute of Archaeology Library,58,100.0,2024-10-18,05:12:46.018155
UCL East Library,150,99.33774834437085,2024-10-18,05:12:46.018293
Bartlett Library,67,97.10144927536231,2024-10-18,05:12:46.018090
SSEES Library,170,96.5909090909091,2024-10-18,05:12:46.018252
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-18,05:12:46.018225
Language & Speech Science Library,55,96.49122807017544,2024-10-18,05:12:46.018197
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-18,05:12:46.018126
Science Library,822,89.54248366013073,2024-10-18,05:12:46.018268
School of Pharmacy Library,50,84.7457627118644,2024-10-18,05:12:46.018239
Cruciform Hub,207,83.80566801619433,2024-10-18,05:12:46.018110
Main Library,507,81.12,2024-10-18,05:12:46.018212
Student Centre,501,77.43431221020093,2024-10-18,05:12:46.018281
Great Ormond Street Institute of Child Health Library,86,76.78571428571429,2024-10-18,05:12:46.018140
IOE Library,239,72.86585365853658,2024-10-18,05:12:46.018170
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-18,05:12:46.018183
UCL East Library,150,99.33774834437085,2024-10-18,06:17:17.236405
Bartlett Library,68,98.55072463768117,2024-10-18,06:17:17.236197
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-18,06:17:17.236234
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-18,06:17:17.236339
Institute of Archaeology Library,54,93.10344827586206,2024-10-18,06:17:17.236264
School of Pharmacy Library,54,91.52542372881356,2024-10-18,06:17:17.236352
Main Library,549,87.83999999999999,2024-10-18,06:17:17.236321
Cruciform Hub,215,87.04453441295547,2024-10-18,06:17:17.236218
SSEES Library,151,85.79545454545455,2024-10-18,06:17:17.236366
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-18,06:17:17.236248
Student Centre,509,78.67078825347758,2024-10-18,06:17:17.236392
Science Library,705,76.79738562091504,2024-10-18,06:17:17.236380
Language & Speech Science Library,42,73.68421052631578,2024-10-18,06:17:17.236307
IOE Library,235,71.64634146341463,2024-10-18,06:17:17.236278
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-18,06:17:17.236293
Institute of Archaeology Library,58,100.0,2024-10-18,07:11:58.816393
UCL East Library,150,99.33774834437085,2024-10-18,07:11:58.816532
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-18,07:11:58.816464
Language & Speech Science Library,55,96.49122807017544,2024-10-18,07:11:58.816436
SSEES Library,167,94.88636363636364,2024-10-18,07:11:58.816490
Bartlett Library,65,94.20289855072464,2024-10-18,07:11:58.816327
School of Pharmacy Library,55,93.22033898305084,2024-10-18,07:11:58.816477
Science Library,811,88.34422657952071,2024-10-18,07:11:58.816506
Main Library,542,86.72,2024-10-18,07:11:58.816450
Cruciform Hub,214,86.63967611336032,2024-10-18,07:11:58.816348
Student Centre,538,83.15301391035548,2024-10-18,07:11:58.816519
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-18,07:11:58.816378
Graduate Hub (Postgraduate use only),42,76.36363636363637,2024-10-18,07:11:58.816363
IOE Library,239,72.86585365853658,2024-10-18,07:11:58.816408
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-18,07:11:58.816422
UCL East Library,147,97.35099337748345,2024-10-18,08:16:03.091279
Graduate Hub (Postgraduate use only),52,94.54545454545455,2024-10-18,08:16:03.091111
SSEES Library,166,94.31818181818183,2024-10-18,08:16:03.091242
School of Pharmacy Library,55,93.22033898305084,2024-10-18,08:16:03.091229
Language & Speech Science Library,53,92.98245614035088,2024-10-18,08:16:03.091187
Main Library,560,89.60000000000001,2024-10-18,08:16:03.091202
Science Library,821,89.43355119825708,2024-10-18,08:16:03.091255
Bartlett Library,61,88.40579710144928,2024-10-18,08:16:03.091071
"Queen Square Institute of Neurology, Queen Square Library",25,86.20689655172413,2024-10-18,08:16:03.091216
Great Ormond Street Institute of Child Health Library,94,83.92857142857143,2024-10-18,08:16:03.091125
Institute of Archaeology Library,48,82.75862068965517,2024-10-18,08:16:03.091141
Student Centre,520,80.370942812983,2024-10-18,08:16:03.091267
Cruciform Hub,194,78.54251012145748,2024-10-18,08:16:03.091096
IOE Library,221,67.3780487804878,2024-10-18,08:16:03.091156
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-18,08:16:03.091173
UCL East Library,139,92.05298013245033,2024-10-18,09:13:25.129913
Language & Speech Science Library,51,89.47368421052632,2024-10-18,09:13:25.129818
SSEES Library,151,85.79545454545455,2024-10-18,09:13:25.129873
Bartlett Library,57,82.6086956521739,2024-10-18,09:13:25.129710
Great Ormond Street Institute of Child Health Library,92,82.14285714285714,2024-10-18,09:13:25.129761
Graduate Hub (Postgraduate use only),43,78.18181818181819,2024-10-18,09:13:25.129746
Institute of Archaeology Library,45,77.58620689655173,2024-10-18,09:13:25.129776
Main Library,473,75.68,2024-10-18,09:13:25.129832
Science Library,691,75.2723311546841,2024-10-18,09:13:25.129885
Cruciform Hub,168,68.0161943319838,2024-10-18,09:13:25.129730
Student Centre,413,63.83307573415765,2024-10-18,09:13:25.129898
School of Pharmacy Library,37,62.71186440677966,2024-10-18,09:13:25.129859
IOE Library,202,61.58536585365854,2024-10-18,09:13:25.129790
"Queen Square Institute of Neurology, Queen Square Library",17,58.620689655172406,2024-10-18,09:13:25.129846
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-18,09:13:25.129804
"Queen Square Institute of Neurology, Queen Square Library",24,82.75862068965517,2024-10-18,10:14:00.970602
Language & Speech Science Library,45,78.94736842105263,2024-10-18,10:14:00.970574
UCL East Library,119,78.80794701986756,2024-10-18,10:14:00.970670
Great Ormond Street Institute of Child Health Library,86,76.78571428571429,2024-10-18,10:14:00.970517
SSEES Library,132,75.0,2024-10-18,10:14:00.970628
Science Library,556,60.56644880174292,2024-10-18,10:14:00.970644
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-18,10:14:00.970560
Main Library,356,56.96,2024-10-18,10:14:00.970588
Bartlett Library,34,49.275362318840585,2024-10-18,10:14:00.970467
Graduate Hub (Postgraduate use only),26,47.27272727272727,2024-10-18,10:14:00.970502
Institute of Archaeology Library,25,43.103448275862064,2024-10-18,10:14:00.970532
Cruciform Hub,105,42.51012145748988,2024-10-18,10:14:00.970487
Student Centre,263,40.64914992272025,2024-10-18,10:14:00.970657
IOE Library,132,40.243902439024396,2024-10-18,10:14:00.970546
School of Pharmacy Library,16,27.11864406779661,2024-10-18,10:14:00.970615
Language & Speech Science Library,48,84.21052631578947,2024-10-18,11:10:31.000588
UCL East Library,111,73.50993377483444,2024-10-18,11:10:31.000682
Great Ormond Street Institute of Child Health Library,82,73.21428571428571,2024-10-18,11:10:31.000533
SSEES Library,128,72.72727272727273,2024-10-18,11:10:31.000642
"Queen Square Institute of Neurology, Queen Square Library",20,68.96551724137932,2024-10-18,11:10:31.000616
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-18,11:10:31.000575
Bartlett Library,38,55.072463768115945,2024-10-18,11:10:31.000484
Science Library,464,50.54466230936819,2024-10-18,11:10:31.000654
Main Library,299,47.839999999999996,2024-10-18,11:10:31.000603
Institute of Archaeology Library,24,41.37931034482759,2024-10-18,11:10:31.000547
Cruciform Hub,100,40.48582995951417,2024-10-18,11:10:31.000504
Graduate Hub (Postgraduate use only),20,36.36363636363637,2024-10-18,11:10:31.000519
IOE Library,117,35.670731707317074,2024-10-18,11:10:31.000561
Student Centre,221,34.15765069551777,2024-10-18,11:10:31.000670
School of Pharmacy Library,15,25.423728813559322,2024-10-18,11:10:31.000629
Language & Speech Science Library,47,82.45614035087719,2024-10-18,12:22:10.790611
UCL East Library,120,79.47019867549669,2024-10-18,12:22:10.790707
SSEES Library,122,69.31818181818183,2024-10-18,12:22:10.790665
Great Ormond Street Institute of Child Health Library,72,64.28571428571429,2024-10-18,12:22:10.790553
Bartlett Library,44,63.76811594202898,2024-10-18,12:22:10.790504
The Joint Library of Ophthalmology,25,56.81818181818182,2024-10-18,12:22:10.790597
Institute of Archaeology Library,30,51.724137931034484,2024-10-18,12:22:10.790569
"Queen Square Institute of Neurology, Queen Square Library",14,48.275862068965516,2024-10-18,12:22:10.790639
Main Library,294,47.04,2024-10-18,12:22:10.790625
Science Library,410,44.66230936819172,2024-10-18,12:22:10.790682
Cruciform Hub,108,43.7246963562753,2024-10-18,12:22:10.790523
IOE Library,100,30.48780487804878,2024-10-18,12:22:10.790583
Graduate Hub (Postgraduate use only),16,29.09090909090909,2024-10-18,12:22:10.790539
Student Centre,174,26.89335394126739,2024-10-18,12:22:10.790694
School of Pharmacy Library,14,23.728813559322035,2024-10-18,12:22:10.790652
UCL East Library,116,76.82119205298014,2024-10-18,13:20:24.508641
Great Ormond Street Institute of Child Health Library,80,71.42857142857143,2024-10-18,13:20:24.508485
Language & Speech Science Library,40,70.17543859649122,2024-10-18,13:20:24.508544
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-18,13:20:24.508530
SSEES Library,101,57.38636363636363,2024-10-18,13:20:24.508603
Bartlett Library,36,52.17391304347826,2024-10-18,13:20:24.508432
"Queen Square Institute of Neurology, Queen Square Library",14,48.275862068965516,2024-10-18,13:20:24.508573
Institute of Archaeology Library,25,43.103448275862064,2024-10-18,13:20:24.508501
Main Library,248,39.68,2024-10-18,13:20:24.508559
Science Library,356,38.77995642701525,2024-10-18,13:20:24.508616
Cruciform Hub,94,38.05668016194332,2024-10-18,13:20:24.508454
School of Pharmacy Library,22,37.28813559322034,2024-10-18,13:20:24.508589
Graduate Hub (Postgraduate use only),14,25.454545454545453,2024-10-18,13:20:24.508470
Student Centre,159,24.57496136012365,2024-10-18,13:20:24.508628
IOE Library,79,24.085365853658537,2024-10-18,13:20:24.508515
Language & Speech Science Library,45,78.94736842105263,2024-10-18,14:11:24.139936
UCL East Library,115,76.15894039735099,2024-10-18,14:11:24.140031
Great Ormond Street Institute of Child Health Library,80,71.42857142857143,2024-10-18,14:11:24.139880
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-18,14:11:24.139923
SSEES Library,100,56.81818181818182,2024-10-18,14:11:24.139991
Bartlett Library,35,50.72463768115942,2024-10-18,14:11:24.139830
Institute of Archaeology Library,25,43.103448275862064,2024-10-18,14:11:24.139895
Science Library,372,40.52287581699346,2024-10-18,14:11:24.140003
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-18,14:11:24.139964
Main Library,219,35.04,2024-10-18,14:11:24.139951
Graduate Hub (Postgraduate use only),18,32.72727272727273,2024-10-18,14:11:24.139865
School of Pharmacy Library,18,30.508474576271187,2024-10-18,14:11:24.139977
Student Centre,192,29.675425038639876,2024-10-18,14:11:24.140018
IOE Library,94,28.65853658536585,2024-10-18,14:11:24.139909
Cruciform Hub,63,25.506072874493928,2024-10-18,14:11:24.139850
UCL East Library,113,74.83443708609272,2024-10-18,15:12:35.749764
Great Ormond Street Institute of Child Health Library,82,73.21428571428571,2024-10-18,15:12:35.749611
Language & Speech Science Library,40,70.17543859649122,2024-10-18,15:12:35.749673
SSEES Library,117,66.47727272727273,2024-10-18,15:12:35.749727
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-18,15:12:35.749655
Bartlett Library,36,52.17391304347826,2024-10-18,15:12:35.749561
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-18,15:12:35.749701
Institute of Archaeology Library,25,43.103448275862064,2024-10-18,15:12:35.749626
School of Pharmacy Library,25,42.3728813559322,2024-10-18,15:12:35.749714
Graduate Hub (Postgraduate use only),23,41.81818181818181,2024-10-18,15:12:35.749597
Science Library,352,38.344226579520694,2024-10-18,15:12:35.749740
IOE Library,112,34.146341463414636,2024-10-18,15:12:35.749641
Main Library,212,33.92,2024-10-18,15:12:35.749687
Cruciform Hub,76,30.76923076923077,2024-10-18,15:12:35.749581
Student Centre,183,28.284389489953632,2024-10-18,15:12:35.749752
UCL East Library,122,80.79470198675497,2024-10-18,16:14:45.671882
"Queen Square Institute of Neurology, Queen Square Library",22,75.86206896551724,2024-10-18,16:14:45.671816
Language & Speech Science Library,43,75.43859649122807,2024-10-18,16:14:45.671788
SSEES Library,128,72.72727272727273,2024-10-18,16:14:45.671842
Great Ormond Street Institute of Child Health Library,81,72.32142857142857,2024-10-18,16:14:45.671731
Institute of Archaeology Library,35,60.3448275862069,2024-10-18,16:14:45.671746
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-18,16:14:45.671774
Bartlett Library,31,44.927536231884055,2024-10-18,16:14:45.671682
Science Library,398,43.35511982570806,2024-10-18,16:14:45.671854
Main Library,258,41.28,2024-10-18,16:14:45.671802
School of Pharmacy Library,24,40.67796610169492,2024-10-18,16:14:45.671829
IOE Library,119,36.28048780487805,2024-10-18,16:14:45.671760
Cruciform Hub,89,36.032388663967616,2024-10-18,16:14:45.671702
Graduate Hub (Postgraduate use only),19,34.54545454545455,2024-10-18,16:14:45.671717
Student Centre,215,33.23029366306028,2024-10-18,16:14:45.671870
Language & Speech Science Library,50,87.71929824561403,2024-10-18,17:11:00.371434
Bartlett Library,58,84.05797101449275,2024-10-18,17:11:00.371327
UCL East Library,125,82.78145695364239,2024-10-18,17:11:00.371525
SSEES Library,143,81.25,2024-10-18,17:11:00.371488
Great Ormond Street Institute of Child Health Library,83,74.10714285714286,2024-10-18,17:11:00.371381
"Queen Square Institute of Neurology, Queen Square Library",21,72.41379310344827,2024-10-18,17:11:00.371462
Institute of Archaeology Library,33,56.896551724137936,2024-10-18,17:11:00.371395
School of Pharmacy Library,33,55.932203389830505,2024-10-18,17:11:00.371475
Science Library,499,54.35729847494554,2024-10-18,17:11:00.371501
Main Library,317,50.72,2024-10-18,17:11:00.371448
IOE Library,158,48.170731707317074,2024-10-18,17:11:00.371410
Cruciform Hub,112,45.34412955465587,2024-10-18,17:11:00.371347
Graduate Hub (Postgraduate use only),21,38.18181818181819,2024-10-18,17:11:00.371366
Student Centre,229,35.394126738794434,2024-10-18,17:11:00.371513
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,17:11:00.371417
Language & Speech Science Library,54,94.73684210526315,2024-10-18,18:15:49.307340
SSEES Library,161,91.47727272727273,2024-10-18,18:15:49.307400
UCL East Library,138,91.3907284768212,2024-10-18,18:15:49.307438
Institute of Archaeology Library,48,82.75862068965517,2024-10-18,18:15:49.307304
"Queen Square Institute of Neurology, Queen Square Library",23,79.3103448275862,2024-10-18,18:15:49.307369
Bartlett Library,54,78.26086956521739,2024-10-18,18:15:49.307244
Graduate Hub (Postgraduate use only),42,76.36363636363637,2024-10-18,18:15:49.307281
Science Library,650,70.80610021786492,2024-10-18,18:15:49.307413
Cruciform Hub,171,69.23076923076923,2024-10-18,18:15:49.307265
Main Library,428,68.47999999999999,2024-10-18,18:15:49.307354
School of Pharmacy Library,39,66.10169491525424,2024-10-18,18:15:49.307386
IOE Library,173,52.743902439024396,2024-10-18,18:15:49.307319
Student Centre,338,52.24111282843895,2024-10-18,18:15:49.307425
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,18:15:49.307326
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,18:15:49.307289
Language & Speech Science Library,55,96.49122807017544,2024-10-18,19:10:00.501712
UCL East Library,140,92.71523178807946,2024-10-18,19:10:00.501804
SSEES Library,159,90.3409090909091,2024-10-18,19:10:00.501765
Graduate Hub (Postgraduate use only),46,83.63636363636363,2024-10-18,19:10:00.501652
Bartlett Library,57,82.6086956521739,2024-10-18,19:10:00.501617
Science Library,720,78.43137254901961,2024-10-18,19:10:00.501779
Cruciform Hub,180,72.8744939271255,2024-10-18,19:10:00.501637
Institute of Archaeology Library,42,72.41379310344827,2024-10-18,19:10:00.501675
Main Library,448,71.67999999999999,2024-10-18,19:10:00.501730
School of Pharmacy Library,42,71.1864406779661,2024-10-18,19:10:00.501752
Student Centre,419,64.76043276661515,2024-10-18,19:10:00.501791
IOE Library,196,59.756097560975604,2024-10-18,19:10:00.501690
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,19:10:00.501660
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,19:10:00.501698
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-18,19:10:00.501737
UCL East Library,149,98.67549668874173,2024-10-18,20:12:52.044507
Institute of Archaeology Library,56,96.55172413793103,2024-10-18,20:12:52.044381
SSEES Library,167,94.88636363636364,2024-10-18,20:12:52.044464
School of Pharmacy Library,50,84.7457627118644,2024-10-18,20:12:52.044449
Science Library,775,84.42265795206971,2024-10-18,20:12:52.044477
Graduate Hub (Postgraduate use only),46,83.63636363636363,2024-10-18,20:12:52.044359
Main Library,511,81.76,2024-10-18,20:12:52.044427
Cruciform Hub,186,75.30364372469636,2024-10-18,20:12:52.044342
Student Centre,456,70.47913446676971,2024-10-18,20:12:52.044494
IOE Library,209,63.71951219512195,2024-10-18,20:12:52.044396
Bartlett Library,-1,-1.0,2024-10-18,20:12:52.044319
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,20:12:52.044405
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,20:12:52.044367
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-18,20:12:52.044435
Language & Speech Science Library,-1,-1.0,2024-10-18,20:12:52.044412
UCL East Library,150,99.33774834437085,2024-10-18,21:12:01.718654
Science Library,815,88.77995642701525,2024-10-18,21:12:01.718626
Main Library,524,83.84,2024-10-18,21:12:01.718583
Graduate Hub (Postgraduate use only),46,83.63636363636363,2024-10-18,21:12:01.718529
School of Pharmacy Library,49,83.05084745762711,2024-10-18,21:12:01.718605
Student Centre,484,74.80680061823803,2024-10-18,21:12:01.718641
Bartlett Library,-1,-1.0,2024-10-18,21:12:01.718499
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,21:12:01.718560
IOE Library,-1,-1.0,2024-10-18,21:12:01.718552
Institute of Archaeology Library,-1,-1.0,2024-10-18,21:12:01.718545
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,21:12:01.718537
Cruciform Hub,-1,-1.0,2024-10-18,21:12:01.718511
Language & Speech Science Library,-1,-1.0,2024-10-18,21:12:01.718568
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-18,21:12:01.718590
SSEES Library,-1,-1.0,2024-10-18,21:12:01.718613
UCL East Library,150,99.33774834437085,2024-10-18,22:10:43.838969
Graduate Hub (Postgraduate use only),51,92.72727272727272,2024-10-18,22:10:43.838848
Science Library,839,91.39433551198258,2024-10-18,22:10:43.838940
Main Library,549,87.83999999999999,2024-10-18,22:10:43.838903
Student Centre,523,80.83462132921174,2024-10-18,22:10:43.838955
Bartlett Library,-1,-1.0,2024-10-18,22:10:43.838817
Cruciform Hub,-1,-1.0,2024-10-18,22:10:43.838830
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,22:10:43.838880
IOE Library,-1,-1.0,2024-10-18,22:10:43.838872
Institute of Archaeology Library,-1,-1.0,2024-10-18,22:10:43.838864
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,22:10:43.838856
School of Pharmacy Library,-1,-1.0,2024-10-18,22:10:43.838918
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-18,22:10:43.838911
Language & Speech Science Library,-1,-1.0,2024-10-18,22:10:43.838887
SSEES Library,-1,-1.0,2024-10-18,22:10:43.838926
UCL East Library,150,99.33774834437085,2024-10-18,23:11:12.359509
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-18,23:11:12.359387
Main Library,579,92.64,2024-10-18,23:11:12.359442
Science Library,798,86.9281045751634,2024-10-18,23:11:12.359480
Student Centre,541,83.61669242658424,2024-10-18,23:11:12.359495
Bartlett Library,-1,-1.0,2024-10-18,23:11:12.359355
Cruciform Hub,-1,-1.0,2024-10-18,23:11:12.359368
The Joint Library of Ophthalmology,-1,-1.0,2024-10-18,23:11:12.359419
IOE Library,-1,-1.0,2024-10-18,23:11:12.359411
Institute of Archaeology Library,-1,-1.0,2024-10-18,23:11:12.359403
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-18,23:11:12.359395
School of Pharmacy Library,-1,-1.0,2024-10-18,23:11:12.359458
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-18,23:11:12.359450
Language & Speech Science Library,-1,-1.0,2024-10-18,23:11:12.359426
SSEES Library,-1,-1.0,2024-10-18,23:11:12.359465
Institute of Archaeology Library,58,100.0,2024-10-19,00:56:23.715114
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-19,00:56:23.715088
UCL East Library,145,96.02649006622516,2024-10-19,00:56:23.715236
SSEES Library,169,96.02272727272727,2024-10-19,00:56:23.715198
Science Library,871,94.880174291939,2024-10-19,00:56:23.715211
Bartlett Library,65,94.20289855072464,2024-10-19,00:56:23.715059
School of Pharmacy Library,54,91.52542372881356,2024-10-19,00:56:23.715183
Main Library,567,90.72,2024-10-19,00:56:23.715159
Student Centre,581,89.79907264296754,2024-10-19,00:56:23.715224
IOE Library,225,68.59756097560977,2024-10-19,00:56:23.715129
Cruciform Hub,-1,-1.0,2024-10-19,00:56:23.715071
The Joint Library of Ophthalmology,-1,-1.0,2024-10-19,00:56:23.715137
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-19,00:56:23.715096
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-19,00:56:23.715167
Language & Speech Science Library,-1,-1.0,2024-10-19,00:56:23.715144
Institute of Archaeology Library,58,100.0,2024-10-19,02:13:43.301673
UCL East Library,150,99.33774834437085,2024-10-19,02:13:43.301820
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-19,02:13:43.301649
SSEES Library,169,96.02272727272727,2024-10-19,02:13:43.301780
Bartlett Library,66,95.65217391304348,2024-10-19,02:13:43.301620
Science Library,865,94.22657952069716,2024-10-19,02:13:43.301794
School of Pharmacy Library,55,93.22033898305084,2024-10-19,02:13:43.301766
Main Library,573,91.67999999999999,2024-10-19,02:13:43.301743
Student Centre,590,91.19010819165379,2024-10-19,02:13:43.301807
IOE Library,240,73.17073170731707,2024-10-19,02:13:43.301688
Cruciform Hub,-1,-1.0,2024-10-19,02:13:43.301632
The Joint Library of Ophthalmology,-1,-1.0,2024-10-19,02:13:43.301696
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-19,02:13:43.301658
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-19,02:13:43.301752
Language & Speech Science Library,-1,-1.0,2024-10-19,02:13:43.301704
Institute of Archaeology Library,58,100.0,2024-10-19,03:16:50.145071
UCL East Library,150,99.33774834437085,2024-10-19,03:16:50.145191
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-19,03:16:50.145048
SSEES Library,170,96.5909090909091,2024-10-19,03:16:50.145152
Science Library,879,95.75163398692811,2024-10-19,03:16:50.145165
Main Library,579,92.64,2024-10-19,03:16:50.145115
School of Pharmacy Library,54,91.52542372881356,2024-10-19,03:16:50.145137
Bartlett Library,63,91.30434782608695,2024-10-19,03:16:50.145019
Student Centre,589,91.03554868624421,2024-10-19,03:16:50.145179
IOE Library,241,73.47560975609755,2024-10-19,03:16:50.145086
Cruciform Hub,-1,-1.0,2024-10-19,03:16:50.145032
The Joint Library of Ophthalmology,-1,-1.0,2024-10-19,03:16:50.145093
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-19,03:16:50.145056
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-19,03:16:50.145123
Language & Speech Science Library,-1,-1.0,2024-10-19,03:16:50.145101
Institute of Archaeology Library,58,100.0,2024-10-19,04:14:21.565851
UCL East Library,149,98.67549668874173,2024-10-19,04:14:21.565972
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-19,04:14:21.565828
SSEES Library,169,96.02272727272727,2024-10-19,04:14:21.565934
Bartlett Library,66,95.65217391304348,2024-10-19,04:14:21.565798
Student Centre,605,93.50850077279753,2024-10-19,04:14:21.565960
Main Library,574,91.84,2024-10-19,04:14:21.565898
School of Pharmacy Library,54,91.52542372881356,2024-10-19,04:14:21.565920
Science Library,837,91.17647058823529,2024-10-19,04:14:21.565947
IOE Library,242,73.78048780487805,2024-10-19,04:14:21.565866
Cruciform Hub,-1,-1.0,2024-10-19,04:14:21.565811
The Joint Library of Ophthalmology,-1,-1.0,2024-10-19,04:14:21.565876
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-19,04:14:21.565836
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-19,04:14:21.565906
Language & Speech Science Library,-1,-1.0,2024-10-19,04:14:21.565884
UCL East Library,150,99.33774834437085,2024-10-19,05:11:10.246500
Institute of Archaeology Library,57,98.27586206896551,2024-10-19,05:11:10.246382
SSEES Library,171,97.1590909090909,2024-10-19,05:11:10.246461
Bartlett Library,65,94.20289855072464,2024-10-19,05:11:10.246329
Main Library,583,93.28,2024-10-19,05:11:10.246426
School of Pharmacy Library,55,93.22033898305084,2024-10-19,05:11:10.246447
Science Library,854,93.02832244008714,2024-10-19,05:11:10.246474
Student Centre,565,87.32612055641422,2024-10-19,05:11:10.246487
